3.00,3.05,3.10,3.15,3.20,3.25,3.30,3.35,3.40,3.45,3.50,3.55,3.60,3.65,3.70,3.75,3.80,3.85,3.90,3.95,4.00,4.05,4.10,4.15,4.20,4.25,4.30,4.35,4.40,4.45,4.50,4.55,4.60,4.65,4.70,4.75,4.80,4.85,4.90,4.95,5.00,5.05,5.10,5.15,5.20,5.25,5.30,5.35,5.40,5.45,5.50,5.55,5.60,5.65,5.70,5.75,5.80,5.85,5.90,5.95,6.00,6.05,6.10,6.15,6.20,6.25,6.30,6.35,Kec
354321886.3636364,355531303.99816173,357743837.3161765,358146886.4889706,361718285.4910714,366680420.0367647,368773682.77138156,364853955.1930147,374520411.1842105,397688612.04769737,428782000.2055921,476006176.88301283,507340493.8322368,500954431.2900641,493249267.72103655,465014545.8733974,477529344.8660714,459669021.0193453,454103829.5454545,428866712.39098835,445670138.671875,427060431.1079545,438114191.576087,423701502.23214287,417006027.9513889,412434955.3125,416427193.08035713,419443168.125,424804361.2912736,426531096.6045673,437661800.28409094,401263010.79545456,370934216.23883927,357563817.1600877,365365085.5532787,359896887.6008064,370267407.7380953,372358796.875,360903416.81985295,368289893.3423913,371081145.75892854,387611713.5416667,391414789.3668831,389107199.609375,374988489.7058823,364731253.9511494,365592027.21774197,360748019.36848956,362339237.5300481,365740302.0833333,358275683.49690086,365465438.9204545,363686783.48214287,351513057.9963235,350565393.50518435,297306471.10339504,253631288.87195122,233977974.609375,273978926.6826923,293213440.84821427,284642015.12096775,266450908.61742425,257780086.3715278,232752767.11309522,216716654.97448978,185665903.3653846,115656620.18296632,83201686.2113402,0.032
287650502.8409091,276453803.0790441,266387725.64338234,252557905.33088234,245006602.00892857,231243667.27941176,217842865.54276314,209977709.78860295,208784350.53453946,205296021.99835524,202791248.56085524,188780836.73878205,171950626.23355263,155701723.35737178,148002549.73323172,133871598.15705128,129832042.41071428,123562339.09970239,118793101.5625,115384354.2877907,109465184.4815341,107331925.24857955,109193770.21059783,111501880.10204081,116697942.01388888,122234661.09375,125989730.07015306,133551184.06249999,132804481.42688681,136717206.43028846,154265216.90340906,177744778.125,204670132.11495537,226466182.01754385,235240532.40266392,241024809.85383064,233481397.56944445,223485182.25097656,215519812.78722426,214775115.26268116,218332120.3683036,232526898.59375,229730202.51623374,216850289.74609375,207053481.38786766,196900238.05675286,195543197.24462366,180613304.40266928,161056421.8374399,144400320.45326576,142546423.00490704,155701949.81060606,159885765.3592687,146198529.59558824,134590219.54205072,109945575.50154321,96813989.71036586,93012146.15885417,90622673.67788461,80472928.01339285,76554139.61693549,74151585.46401516,73334906.0329861,61453791.29464286,55562726.48278061,49851635.336538464,52999373.27963083,48201374.275128864,0.054
198651745.97537878,190778681.5257353,181893414.2922794,171203410.84558824,162064748.4375,152273893.84191176,145079506.16776314,138415928.99816176,129679193.87335527,121923005.03700657,116957372.6356908,113064433.29326923,106811631.88733552,102964177.38381411,95011879.28734756,89074246.49439102,88338446.89360118,84792472.47023809,82601785.2450284,80204798.41933139,76378636.54119317,76405630.68181817,74034449.81317936,70013255.58035715,67805616.57986112,68947596.953125,71436801.81760204,74991698.828125,76043946.41804245,77776057.76742789,80164979.04829545,82944532.03125,84571330.98493303,86825012.54111843,94890595.03073771,106156801.72631049,117932676.40128969,131184886.96289062,136519132.0657169,136411171.47871378,139230649.8325893,142405951.14583334,141923794.9979708,144783658.93554688,144286584.375,143807573.59015805,143657344.88407257,143246870.44270834,142232460.26141828,125122482.12274775,107684971.88145661,95754170.8096591,86262686.78252551,84230780.46875,84944280.11592743,77693807.80285494,61279996.47484756,40884975.260416664,39875744.44110577,37237078.82254464,33989305.632560484,31228293.26467803,29242368.92361111,26056130.11532738,25723547.632334184,27925415.745192308,32538039.851845853,30370591.77673969,0.075
156748162.2869318,145494468.06066176,135240268.49724266,123535134.765625,114770735.15625,101020728.05606617,88772845.80592105,77924298.13878676,65346277.446546055,57309666.889391445,50385890.98478619,43954234.32491987,38750006.578947365,35637877.25360577,32713716.415777437,30407755.5088141,29931511.95126488,30500158.621651787,30372391.42400568,31142525.935683142,32122304.37677557,34277959.33948864,35498945.01528532,36756249.04336734,38157563.324652776,40835704.4921875,43068046.59598214,45609576.9140625,46998753.685141504,48739825.72115384,48126487.5,46666990.696022734,46029265.31110491,45983040.02192982,46729739.88217213,48200935.9248992,48924247.953869045,49754891.357421875,52463002.75735294,53868455.55932971,55941157.25446428,58098379.244791664,57744505.554991886,59140139.111328125,64070377.36672794,66139334.90481322,72174030.24193549,79373430.80647786,86070294.77163461,88408247.06151465,86047252.74405992,74245602.13955966,59465176.77774234,50624014.10845589,50105224.006336406,52877663.06423611,38349692.025533535,23960611.246744793,22261289.738581732,20393150.809151787,18871669.7328629,18225981.23816288,18192122.55859375,17928836.960565478,18728340.80038265,19652597.355769232,17481124.271373056,16248318.278833764,0.102
84748218.75,78781480.2389706,71629842.94577207,62933261.948529415,51412603.45982143,41814928.76838235,35585235.402960524,30329115.86626838,26729683.02837171,23567359.426398028,21002999.203330595,19548681.690705128,17595552.58018092,16349955.50380609,16179736.995045733,15889616.38621795,16033955.101376489,16460800.478980655,17013912.57546165,17835091.75145349,18919685.191761363,20551630.06036932,22050688.87992527,24057494.080835458,26406278.038194444,28268189.609375,28953399.55357143,29700137.109375,30215469.85554245,31079796.799879808,31006959.623579547,30831210.9375,30835557.303292412,30714089.603892542,30500839.331454918,30353634.513608873,30246213.355654765,30332243.408203125,30275080.30790441,29964791.779891305,30302945.284598216,31071488.489583336,31606857.70089286,31845760.7421875,32022894.806985296,32171908.87661638,33335820.3125,34036795.49153646,37372089.80618991,42190236.398507886,45676158.15470041,46835058.756510414,41394310.24128401,33855081.36488971,30656418.37377592,33491376.181520063,23493719.845655486,16027728.963216146,15293087.70282452,14868813.12779018,14914836.410030242,15201085.967092805,15134640.109592013,15074318.21986607,15450121.771364797,15048795.237379808,12797613.817600388,12055022.778068623,0.132
35993992.45383523,33933119.82996324,31695599.408318017,29627323.127297793,26365915.066964284,22089978.845932905,18358868.767989308,15817541.087431066,13017928.82658306,11560092.940481085,10092673.166375412,9183785.175030049,8735501.278525904,8512656.212439904,7992135.236042301,8069670.735677083,8349139.927455357,8779177.141462054,9293062.644264916,10172107.149345929,10876866.566051137,11855762.78409091,13459551.609205164,14736007.254464285,15980121.788194444,16916149.296875,17782719.766422193,18739312.578125,19088729.455336083,19664235.3515625,19461382.51065341,19148271.164772727,18895169.137137275,18865963.216145832,19238127.08119877,19879551.017515123,20582512.24578373,20885240.310668945,20608706.930721506,20219303.866621375,20434981.50111607,20180030.3125,19422105.63362419,18919557.104492188,18724225.41360294,18248985.385237068,18147938.098538306,18182049.733479816,19046660.22198017,19909090.58277027,21513503.986957643,22908210.64157197,22038255.02232143,20807982.91015625,20113920.448408697,19107772.858796295,15639407.059832318,12145941.284179688,12599690.392127404,12569185.89564732,12538077.55796371,12370160.570549242,12320512.288411459,11817176.87406994,11786146.564094389,11051337.530048076,9884192.767365608,9587636.462024806,0.168
10805358.679569129,11448726.871266084,11742304.838292738,11759948.809455423,10470099.609375,8824145.01953125,7647542.454769737,6747864.3727022065,6168139.947188528,5734767.9379111845,5291756.823087993,5043660.143729968,5133933.323910362,5263409.774389022,5528211.032774391,5685627.935947516,6206753.307524182,6572184.721447173,6884033.69140625,7581192.87109375,8041084.705699573,8729828.491210938,9350509.627632473,10060838.069993623,10671766.48220486,11253064.033203125,11918073.282047193,12389131.03515625,12344867.279628538,12510900.709885817,12769894.992897727,12881008.50497159,13312162.580217633,14017959.789610745,14236912.413550204,14695242.59702621,14678499.503968254,14377569.869995117,14082334.034639247,13980966.987941576,13847774.616350448,13709302.389322916,13543508.180296266,13731871.875,13932416.02711397,14041779.296875,13934669.753864247,13928617.360432943,13810844.19133113,13754118.859093469,13636219.912190083,13682712.121212121,13030336.847629676,13063886.845128676,13256073.962233583,12514679.38609182,12242348.966272866,10084074.869791666,10136304.19921875,9844672.22377232,9239026.178175403,9331884.943181818,9366157.796223959,8938961.9140625,8888894.770408165,8623794.749098558,7866569.609172604,7413440.832393686,0.208
5028376.864652018,5242084.600585971,5274707.930742837,5102358.272607884,4691959.596658256,4387423.128776212,4052310.327516069,3923442.4655381367,3792789.15334666,3862654.398862841,3997674.9536934905,4170646.7453233246,4426226.420720264,4663392.89207476,5016467.579781661,5370447.635236958,5854311.478292984,6196667.635866366,6773557.822280058,7287980.241587191,7994851.286158958,8569674.487781685,9261518.837478746,9657673.561456662,10025211.37567983,10401370.530211488,10703008.967786837,10969824.754338568,11161388.115841135,11477247.51337565,11769524.094925687,11969589.601046676,12323750.961896453,12635803.29214863,12861771.129532445,12943185.035967026,12857874.237833539,12809507.465068836,12786397.22371324,12582632.532270217,12684783.859992724,12945522.639278533,13037024.024312219,13194948.034190364,13072848.781436728,12827458.087742412,12682444.682137843,12367680.183806034,12090928.05303677,12360713.662091356,12291066.10909186,12089164.260144286,11290059.037572127,11063165.08763119,11759515.74233057,10861311.499778714,11252764.121924842,9200444.040628975,9075236.863612797,8439917.114333874,8178991.211485616,8459481.90633644,8769915.206564728,8312510.839644474,8210962.647507767,8016134.573810858,7282353.625104094,6822281.895688167,0.246
339158.9708248246,426168.0135606562,524536.8833574796,615105.4815546031,724216.820429046,812090.6699177648,927205.3860222838,1113178.57111337,1293932.098517096,1543526.1131024794,1856201.3005018078,2223732.2987857973,2638458.830264161,3064550.7062261086,3520635.8137152134,4010078.855920115,4615946.281488374,5120108.010909675,5694641.259010197,6169713.729371168,6608451.296300898,6969465.239154699,7279765.472692351,7477120.696405395,7658963.483777893,7778889.007949053,7931040.375018887,8078891.057466781,8276791.842672781,8293497.98871822,8253473.420676315,8149523.819573998,8118301.418582971,8151515.347340625,8305322.23064441,8543464.702188602,8557241.736478448,8422700.26644777,8354767.706011971,8482392.757050224,8501302.64897254,8468830.099259492,8350416.43647937,8191949.664437155,8031032.500774385,7990407.900383934,8000005.922145965,7918681.525200013,7747817.1916389465,7567881.837874941,7537020.527450311,7558127.023516746,7119700.397207033,6773481.64589098,6760386.639682551,6375035.004129065,6169275.542151319,5050013.082884183,5067020.949172432,5015138.47947895,5146389.109828995,5149709.2807195,5097500.081417387,4755971.034393393,4933348.2376806205,4845049.434879748,4368929.938282277,4117923.574767756,0.354
