,time(sec),r,wtot
321,1170.0547580285702,5.49522339402881,3.710782164696084e-13
322,1173.699788427413,5.495942557922627,3.7108127179374424e-13
323,1177.344818826256,5.4967232126162795,3.710840011099014e-13
324,1180.9898492250989,5.497560425858635,3.710863905381696e-13
325,1184.6348796239417,5.4984495254356025,3.710884269846728e-13
326,1188.2799100227846,5.499385323716703,3.710901964873397e-13
327,1191.9249404216275,5.500364705172614,3.7109163974194655e-13
328,1195.5699708204704,5.501388192637997,3.7109240002758995e-13
329,1199.2150012193133,5.502445928145093,3.7109315735652445e-13
330,1202.8600316181562,5.503532722204453,3.710941666851862e-13
331,1206.505062016999,5.5046537634740345,3.710947010743038e-13
332,1210.150092415842,5.505805941331597,3.710948269387017e-13
333,1213.7951228146849,5.5069819870245285,3.710950004991461e-13
334,1217.4401532135278,5.50818606662368,3.710945622588122e-13
335,1221.0851836123707,5.509401562804746,3.710948347896332e-13
336,1224.7302140112135,5.510639890602485,3.710944369797673e-13
337,1228.3752444100564,5.511885491991781,3.7109456213100666e-13
338,1232.0202748088993,5.513143549256039,3.710944033214705e-13
339,1235.6653052077422,5.514401602638743,3.7109483886683907e-13
340,1239.310335606585,5.515661727724282,3.710953489428163e-13
341,1242.955366005428,5.516928074841971,3.7109522056237183e-13
342,1246.600396404271,5.518186121522292,3.710955180789574e-13
343,1250.2454268031138,5.519433784487848,3.7109611801607116e-13
344,1253.8904572019567,5.520677292149038,3.710961165992171e-13
345,1257.5354876007996,5.521904197211598,3.7109638694015664e-13
346,1261.1805179996425,5.523118634108375,3.7109621961287655e-13
347,1264.8255483984854,5.524304015977722,3.710969017812308e-13
348,1268.4705787973282,5.525481095750662,3.7109616683519e-13
349,1272.1156091961711,5.526614571702109,3.710970761935229e-13
350,1275.760639595014,5.527741826786691,3.7109580235704873e-13
351,1279.405669993857,5.5288441712179965,3.7109384642697617e-13
352,1283.0507003926998,5.529878028556769,3.710950844448625e-13
353,1286.6957307915427,5.530878669962128,3.710959062985417e-13
354,1290.3407611903856,5.5318460730069745,3.7109607520822183e-13
355,1293.9857915892285,5.53276364852703,3.710969382712845e-13
356,1297.6308219880714,5.533635526270005,3.710978695572009e-13
357,1301.2758523869143,5.534465910798625,3.710982726458686e-13
358,1304.9208827857572,5.535254766954657,3.710979451334221e-13
359,1308.5659131846,5.535989660441223,3.71097875918688e-13
360,1312.210943583443,5.536662262948719,3.710986838350537e-13
361,1315.8559739822858,5.537289203056007,3.7109862910768877e-13
362,1319.5010043811287,5.537866313141218,3.7109796426886666e-13
363,1323.1460347799716,5.538381136957812,3.7109773252568725e-13
364,1326.7910651788145,5.538833692650949,3.710978088386434e-13
365,1330.4360955776574,5.539232274074914,3.710973048305708e-13
366,1334.0811259765003,5.539576883628102,3.71096127446591e-13
367,1337.7261563753432,5.539850912507375,3.710957741106735e-13
368,1341.371186774186,5.540070966943071,3.7109460664543325e-13
369,1345.016217173029,5.540216285903344,3.710945416162073e-13
370,1348.6612475718719,5.540291021119385,3.710951520335825e-13
371,1352.3062779707147,5.540315932530456,3.710944546421974e-13
372,1355.9513083695576,5.540270250605829,3.710944122770689e-13
373,1359.5963387684005,5.5401539849970955,3.7109503303769797e-13
374,1363.2413691672434,5.539983752693655,3.710947733527135e-13
375,1366.8863995660863,5.539742927885112,3.7109524314371603e-13
376,1370.5314299649292,5.5394439852984005,3.7109531582311816e-13
377,1374.176460363772,5.539082771982108,3.7109545854607653e-13
378,1377.821490762615,5.538646826266201,3.7109693386021846e-13
379,1381.4665211614579,5.538181797265618,3.710955149585342e-13
380,1385.1115515603008,5.537637889487994,3.710960314760096e-13
381,1388.7565819591437,5.5370483200377585,3.7109546508767976e-13
382,1392.4016123579866,5.53639231896232,3.710959233490189e-13
383,1396.0466427568294,5.535682346238491,3.710963817927431e-13
384,1399.6916731556723,5.534947454103986,3.710942506894591e-13
385,1403.3367035545152,5.534141962559597,3.71094039457058e-13
386,1406.9817339533581,5.533282484299801,3.710943642577352e-13
387,1410.626764352201,5.532385647819071,3.710938583567408e-13
388,1414.271794751044,5.531438985114085,3.710939151432964e-13
389,1417.9168251498868,5.530434210527699,3.71095552966829e-13
390,1421.5618555487297,5.529396222058904,3.7109664516336933e-13
391,1425.2068859475726,5.528341636369492,3.7109585926677933e-13
392,1428.8519163464155,5.527247591151889,3.7109562981915784e-13
393,1432.4969467452584,5.526126557647453,3.710950301258149e-13
394,1436.1419771441012,5.524976462658821,3.710945453636294e-13
395,1439.7870075429441,5.523801438396991,3.71094055369225e-13
396,1443.432037941787,5.5226056531583705,3.710934637901e-13
397,1447.07706834063,5.521372507029149,3.7109464673237934e-13
398,1450.7220987394728,5.520128996005832,3.7109533475729516e-13
399,1454.3671291383157,5.518879250469219,3.7109544490104277e-13
400,1458.0121595371586,5.517617056364915,3.710958856659609e-13
401,1461.6571899360015,5.516354861220326,3.710957863604912e-13
402,1465.3022203348444,5.5150926613800255,3.7109546549682917e-13
403,1468.9472507336873,5.5138283892609445,3.7109544573968497e-13
404,1472.5922811325302,5.512570340116327,3.710952564402732e-13
405,1476.237311531373,5.511318523151712,3.71095222453763e-13
406,1479.882341930216,5.510079156332246,3.7109507300048094e-13
407,1483.5273723290588,5.508852245935428,3.7109512787389734e-13
408,1487.1724027279017,5.507645051207638,3.710950127864082e-13
409,1490.8174331267446,5.506456544940009,3.7109514393268234e-13
410,1494.4624635255875,5.505292952487392,3.7109523807197134e-13
411,1498.1074939244304,5.504159460932807,3.7109510256974775e-13
412,1501.7525243232733,5.503060223131843,3.710946426180049e-13
413,1505.3975547221162,5.501989007489984,3.710947476752013e-13
414,1509.042585120959,5.5009520505001195,3.7109511026372046e-13
415,1512.687615519802,5.4999623220060645,3.710947574793504e-13
416,1516.3326459186449,5.499011514624522,3.7109475652709067e-13
417,1519.9776763174877,5.498103786169285,3.7109496514661327e-13
418,1523.6227067163306,5.497246401288941,3.7109493099773e-13
419,1527.2677371151735,5.496439876487135,3.710948375320882e-13
420,1530.9127675140164,5.495684733588422,3.7109485526422766e-13
421,1534.5577979128593,5.494985381771636,3.710947666516823e-13
